$MET data for Worcester Airport; FROM: NCEI CDO_2017_METDATA, , , , , 
JDAY,TAIR,TDEW,WIND,PH10,CLOUD
Day,C,C,m S-1,rad,tenth
15.9125,-1.67,-11.11,3.129,4.887,0
15.954167,-2.22,-11.67,3.576,5.061,0
15.995833,-3.33,-11.67,2.682,4.887,0
16.0375,-4.44,-11.67,3.129,5.061,0
16.079167,-4.44,-12.22,2.682,5.236,0
16.120833,-3.89,-12.22,2.235,5.236,0
16.1625,-3.33,-11.67,1.341,1.92,0
16.204167,-5,-12.22,0,2.269,0
16.245833,-6.67,-12.22,0,2.618,0
16.2875,-6.67,-12.78,0,2.967,0
16.329167,-6.11,-13.33,2.235,3.316,0
16.370833,-5.56,-13.89,2.682,3.665,0
16.4125,-6.11,-13.33,2.682,4.014,0
16.454167,-6.67,-11.67,2.682,4.363,0
16.495833,-6.67,-11.11,3.129,4.363,0
16.5375,-6.11,-11.11,4.023,4.363,0
16.579167,-3.89,-10,6.259,4.189,0
16.620833,-2.78,-10.56,6.706,4.363,0
16.6625,-1.67,-10.56,8.047,4.363,0
16.704167,0,-10,7.153,4.363,0
16.745833,1.67,-10.56,8.047,4.363,0
16.7875,1.67,-10,8.047,4.363,0
16.829167,2.22,-10,4.917,4.363,0
16.870833,1.67,-10,6.706,4.363,0
16.9125,0.56,-9.44,6.706,4.363,0
16.954167,0.56,-9.44,7.153,4.363,0
16.995833,0.56,-8.89,7.6,4.363,0
17.0375,0,-8.89,6.706,4.363,0
17.079167,0,-8.89,6.706,4.363,0
17.120833,0,-8.89,7.153,4.538,0
17.1625,0,-8.89,7.6,4.538,0
17.204167,0,-8.33,7.6,4.538,0
17.245833,0,-8.33,7.153,4.712,0
17.2875,-0.56,-8.33,5.812,4.538,0
17.329167,0,-8.89,6.259,4.712,0
17.370833,0,-9.44,6.706,5.061,0
17.4125,0.56,-9.44,7.153,4.887,0
17.454167,0,-9.44,4.917,5.236,0
17.495833,-0.56,-10,2.682,5.061,0
17.5375,0,-10,1.341,5.76,0
17.579167,0.56,-10,2.682,0.524,0
17.620833,1.11,-10,1.341,1.396,0
17.6625,2.78,-10,2.682,17.279,0
17.704167,3.33,-9.44,4.47,1.047,1.111
17.745833,3.33,-9.44,3.576,17.279,2.222
17.7875,2.78,-9.44,4.023,1.396,3.333
17.829167,2.78,-5.56,4.023,1.571,4.444
17.870833,2.22,-3.33,2.682,1.396,5.556
17.9125,1.67,-2.22,4.023,1.396,6.667
17.941667,1.11,-1.67,3.576,1.222,7.444
17.954167,0.56,-1.67,3.576,1.222,7.778
17.995833,0,-1.11,3.129,1.047,8.889
18.011111,0,-1.11,4.023,1.222,9.296
18.017361,0,-1.11,4.023,1.222,9.463
18.022917,0,-1.11,4.023,1.222,9.611
18.036111,0,-1.11,3.129,1.396,9.963
18.0375,0,-1.11,2.682,1.571,10
18.065972,0,-1.11,3.576,1.571,10
18.079167,0,-0.56,3.129,1.745,10
18.090278,0,-1.11,3.576,1.571,10
18.095139,0,-1.11,3.576,1.745,10
18.100694,0,-1.11,3.576,1.745,10
18.115972,0,-1.11,3.129,1.745,10
18.120833,0,-0.56,3.129,1.571,10
18.132639,0,-1.11,3.129,1.222,10
18.142361,0,-1.11,3.576,1.396,10
18.1625,0,-1.11,3.129,1.396,10
18.174306,-0.56,-1.11,3.129,1.222,10
18.204167,-0.56,-1.11,2.682,1.222,10
18.209028,-0.56,-1.11,3.576,1.222,10
18.220139,-0.56,-1.11,3.576,1.047,10
18.244444,-1.11,-1.11,3.129,0.873,10
18.245833,-0.56,-1.11,2.235,0.873,10
18.257639,-0.56,-1.11,2.682,1.047,10
18.2875,-0.56,-1.11,3.129,1.222,10
18.329167,-0.56,-1.11,4.023,1.047,10
18.370833,-0.56,-1.11,3.129,17.279,10
18.40625,-0.56,-1.11,3.576,0.698,10
18.4125,-0.56,-1.11,4.023,0.698,10
18.414583,-0.56,-1.11,4.023,0.698,10
18.454167,-0.56,-1.11,3.129,0.698,10
18.48125,-0.56,-1.11,4.47,0.873,10
18.490972,-0.56,-1.11,3.576,0.698,10
18.495833,-0.56,-1.11,4.917,0.698,10
18.508333,-0.56,-1.11,4.023,0.698,10
18.513194,-0.56,-1.11,4.47,0.698,10
18.536111,-1.11,-1.11,4.023,0.698,10
18.5375,-0.56,-1.11,3.576,0.698,10
18.579167,-0.56,-1.11,3.576,0.873,10
18.620833,0,-1.11,4.023,0.698,10
18.636806,0,-1.11,3.576,0.698,10
18.654167,0,-1.11,4.023,0.873,10
18.6625,0,-0.56,3.576,0.698,10
18.671528,0,-0.56,3.576,0.698,10
18.681944,0,-1.11,4.023,0.524,10
18.704167,-0.56,-1.11,4.917,0.349,10
18.740278,-0.56,-1.67,4.917,0.349,10
18.745833,-0.56,-1.67,3.576,0.524,10
18.7875,-0.56,-1.67,4.023,0.524,10
18.79375,-0.56,-1.67,4.023,0.349,10
18.809028,-1.11,-1.67,4.47,0.349,10
18.829167,-1.11,-1.67,4.47,0.349,10
18.834028,-0.56,-1.67,4.023,0.524,10
18.870833,-0.56,-1.67,4.023,0.524,10
18.9125,-1.11,-1.67,4.917,0.524,10
18.954167,-1.11,-1.67,4.023,0.349,10
18.995833,-1.11,-1.67,2.682,0.349,10
19.0375,-1.11,-1.67,3.576,0.175,10
19.079167,-1.11,-1.67,3.129,0.349,10
19.119444,-1.11,-2.22,2.235,0.524,10
19.120833,-1.11,-1.67,2.682,0.349,10
19.1625,-1.11,-1.67,2.682,6.283,10
19.193056,-1.11,-1.67,2.235,6.283,10
19.200694,-1.11,-2.22,1.341,0.524,10
19.204167,-1.11,-1.67,1.341,0.349,10
19.213194,-1.11,-1.67,1.341,6.283,10
19.245833,-1.11,-1.67,0,5.9,10
19.2875,-1.11,-2.22,1.341,5.411,10
19.309722,-1.11,-1.67,2.682,5.236,9.333
19.315278,-1.11,-1.67,2.235,4.712,9.167
19.329167,-1.11,-1.67,0,4.395,8.75
19.353472,-0.56,-1.67,1.341,3.84,8.021
19.35625,-0.56,-1.67,1.341,3.665,7.937
19.369444,-1.11,-2.22,2.235,4.014,7.542
19.370833,-0.56,-1.67,2.235,4.014,7.5
19.377778,-0.56,-1.67,2.235,4.014,7.292
19.384028,-0.56,-1.67,2.235,4.014,7.104
19.390278,-0.56,-1.67,2.235,4.189,6.917
19.411111,-1.11,-2.22,2.682,3.84,6.292
19.4125,-0.56,-1.67,2.235,4.014,6.25
19.444444,-0.56,-1.67,2.682,4.363,5.292
19.454167,-0.56,-1.67,3.576,4.189,5
19.461806,-0.56,-1.67,3.129,4.189,4.771
19.495833,-0.56,-1.11,4.023,4.363,3.75
19.5375,0,-1.11,4.47,4.538,2.5
19.553472,0,-0.56,5.812,4.712,2.021
19.579167,0.56,-0.56,3.129,4.538,1.25
19.620833,1.67,-0.56,4.47,5.061,0
19.6625,2.78,0.56,2.235,5.061,0
19.704167,3.89,0,5.812,5.061,3.125
19.715278,3.89,-0.56,4.917,5.585,3.125
19.721528,4.44,-0.56,5.812,5.411,3.125
19.745833,3.89,-0.56,4.023,5.061,3.125
19.770833,4.44,-0.56,3.576,5.061,3.125
19.775694,4.44,-1.11,4.47,5.061,3.125
19.7875,5,-0.56,4.023,5.061,3.125
19.829167,3.89,-1.11,3.576,5.236,3.125
19.870833,3.33,-1.11,2.682,5.061,3.125
19.9125,3.33,-1.11,2.235,17.279,3.125
19.954167,2.78,-1.11,2.682,5.061,3.125
19.995833,3.33,-2.22,4.47,5.934,3.125
20.0375,2.78,-1.67,3.129,5.411,3.125
20.079167,2.22,-1.67,3.576,5.061,3.125
20.120833,2.78,-2.22,2.682,5.934,3.125
20.1625,2.22,-2.22,2.682,6.283,3.125
20.204167,1.11,-2.22,2.682,6.283,0
20.245833,0,-2.22,1.341,0.349,0
20.2875,0,-2.78,1.341,5.934,0
20.329167,-1.67,-3.33,2.235,5.236,0
20.370833,-1.11,-3.33,2.235,5.76,0
20.4125,-1.11,-3.33,1.341,5.411,0
20.454167,-1.11,-3.33,2.235,5.585,0
20.481944,-1.11,-3.89,1.341,5.411,0.334
20.495833,-1.11,-3.89,1.341,5.411,0.501
20.5375,0,-3.33,1.341,6.109,1.002
20.579167,0,-2.78,0,5.061,1.503
20.620833,1.67,-2.78,0,4.014,2.003
20.6625,1.11,-3.33,2.235,2.967,2.504
20.704167,1.67,-3.33,2.682,17.279,3.005
20.745833,1.67,-3.33,2.682,3.142,3.506
20.7875,2.22,-3.33,3.129,2.967,4.007
20.829167,2.22,-2.78,1.341,4.189,4.508
20.870833,2.22,-2.78,0,4.363,5.008
20.9125,1.67,-2.78,0,4.538,5.509
20.954167,1.11,-2.78,2.235,4.712,6.01
20.995833,1.11,-2.22,0,4.32,6.511
21.0375,1.11,-2.78,0,3.927,7.012
21.079167,1.11,-2.78,0,3.534,7.513
21.120833,1.11,-2.78,1.341,3.142,8.013
21.157639,1.11,-2.78,3.129,3.491,8.456
21.1625,1.11,-2.22,2.682,3.491,8.514
21.182639,0.56,-1.67,3.129,3.665,8.756
21.204167,0,-1.11,2.682,3.84,9.015
21.2125,0,-0.56,2.682,3.665,9.115
21.230556,0.56,-0.56,3.129,4.014,9.332
21.244444,1.11,-1.11,3.129,3.665,9.499
21.245833,0.56,-0.56,2.682,3.665,9.516
21.286111,1.11,0,2.235,3.491,10
21.2875,0.56,0,1.341,3.665,10
21.323611,0.56,0,2.235,3.84,10
21.329167,0.56,0,2.235,3.665,10
21.34375,0.56,0,3.129,3.84,10
21.370833,1.11,0,3.129,3.84,10
21.4125,1.11,0.56,2.235,4.014,10
21.454167,1.11,0.56,3.576,4.014,10
21.475,1.67,0.56,4.023,4.014,10
21.495833,1.67,1.11,4.023,4.363,10
21.515972,1.67,1.11,3.576,4.189,10
21.5375,1.67,1.11,3.576,4.189,10
21.567361,2.22,1.11,4.47,4.189,10
21.579167,2.22,1.67,5.812,4.363,9.441
21.586806,2.22,1.67,4.917,4.363,9.079
21.619444,2.78,2.22,4.917,4.538,7.533
21.620833,2.78,1.67,4.023,4.363,7.467
21.6625,4.44,2.78,3.576,4.538,5.493
21.667361,4.44,2.78,3.576,4.363,5.263
21.697222,6.11,3.89,3.129,4.538,3.849
21.704167,6.11,3.89,4.917,4.363,3.52
21.7125,6.67,3.89,4.917,4.363,3.125
21.745833,8.33,5,4.917,4.712,0
21.7875,10,5,6.259,4.712,0
21.829167,10,4.44,4.917,4.538,0
21.870833,10,4.44,6.259,4.538,0
21.9125,8.89,3.89,4.917,4.189,3.125
21.954167,7.22,3.89,4.47,4.538,0
21.995833,6.67,3.89,4.023,4.538,0
22.027778,6.67,4.44,4.47,4.712,2.396
22.0375,6.67,3.89,5.812,4.538,3.125
22.079167,6.67,4.44,4.47,4.538,0
22.120833,6.11,4.44,4.023,4.538,0
22.1625,6.67,4.44,6.259,4.887,0
22.204167,6.67,4.44,5.812,4.887,0
22.245833,6.67,4.44,5.812,4.887,0
22.2875,7.78,4.44,5.812,4.887,0
22.329167,7.22,4.44,4.917,5.061,0
22.370833,7.22,4.44,2.235,0.175,0
22.4125,5.56,3.89,1.341,1.745,0
22.454167,5.56,4.44,2.235,0.524,0.979
22.495833,6.11,4.44,0,0.785,1.958
22.5375,5.56,3.89,2.235,1.047,2.936
22.579167,5.56,3.89,2.235,1.222,3.915
22.6,5.56,3.33,3.129,1.222,4.405
22.620833,5.56,3.33,3.576,0.873,4.894
22.627778,5.56,2.78,3.576,0.698,5.057
22.6625,5.56,2.78,3.576,0.873,5.873
22.690278,5.56,2.78,3.129,17.279,6.525
22.702083,6.11,2.78,3.576,0.873,6.803
22.704167,5.56,2.78,2.682,0.873,6.852
22.745833,5,2.78,3.129,0.698,7.83
22.7875,5,2.78,4.023,0.698,8.809
22.816667,4.44,2.78,4.917,0.873,9.494
22.820139,3.89,2.78,4.917,0.698,9.576
22.827778,3.89,2.78,4.917,1.047,9.755
22.829167,3.89,2.78,4.47,1.047,9.788
22.838194,3.89,2.78,3.129,0.873,10
22.869444,2.78,2.22,4.47,0.698,10
22.870833,2.78,2.22,4.917,0.873,10
22.877778,2.78,2.22,5.812,0.873,10
22.9125,2.22,1.11,6.259,0.698,10
22.954167,1.67,0.56,4.023,0.873,10
22.995833,1.11,0.56,5.812,0.698,10
23.024306,1.11,0.56,5.812,0.698,10
23.034028,1.11,1.11,6.259,0.698,10
23.0375,1.11,0.56,4.917,0.873,10
23.077778,1.11,1.11,6.706,1.047,10
23.079167,1.67,0.56,4.917,0.873,10
23.102083,1.67,0.56,5.812,1.047,10
23.109722,1.67,0.56,6.706,1.047,10
23.120833,1.67,0.56,6.706,1.047,10
23.125,1.67,0.56,4.917,1.222,10
23.155556,1.11,0.56,6.259,1.047,10
23.161111,1.11,1.11,6.259,1.047,10
23.1625,1.11,0.56,4.917,1.047,10
23.173611,1.11,0.56,5.812,0.873,10
23.186806,1.11,0.56,6.706,0.873,10
23.189583,1.11,0.56,5.812,1.047,10
23.204167,1.11,0,7.153,0.873,10
23.245833,1.11,0,4.917,1.047,10
23.286111,1.11,-1.11,4.023,0.873,10
23.2875,0.56,-0.56,4.917,0.873,10
23.296528,0.56,-0.56,4.917,0.873,10
23.299306,0.56,-0.56,5.812,0.873,10
23.322917,0,-0.56,5.812,0.873,10
23.327778,0,-1.11,4.47,0.873,10
23.329167,0,-0.56,5.812,0.873,10
23.338194,0,-0.56,6.259,0.873,10
23.345139,0,-0.56,6.706,1.047,10
23.350694,0,-0.56,5.812,0.873,10
23.357639,0,-0.56,4.47,0.873,10
23.370833,0,-1.11,7.153,1.047,10
23.379167,0,-1.11,4.47,0.873,10
23.386806,-0.56,-1.11,7.153,0.873,10
23.400694,-0.56,-1.11,4.917,0.873,10
23.403472,-0.56,-1.11,6.706,0.698,10
23.4125,-0.56,-1.67,6.259,0.698,10
23.434028,-0.56,-1.67,4.917,0.873,10
23.452778,-1.11,-2.22,4.917,0.873,10
23.454167,-0.56,-1.67,6.259,0.873,10
23.463889,-0.56,-1.67,6.259,0.873,10
23.494444,-2.22,-2.78,5.812,0.873,10
23.495833,-1.67,-2.78,6.259,0.698,10
23.501389,-1.67,-2.78,6.259,0.698,10
23.5375,-1.67,-2.78,4.917,0.698,10
23.555556,-2.22,-3.33,5.812,0.698,10
23.576389,-2.22,-2.78,5.812,0.873,10
23.579167,-2.22,-3.33,6.259,0.698,10
23.6,-1.67,-2.78,4.023,0.873,10
23.620833,-1.67,-2.78,4.917,0.698,10
23.6625,-1.11,-2.22,4.917,0.873,10
23.704167,-1.11,-2.22,4.023,0.698,10
23.717361,-1.11,-2.22,4.917,0.698,10
23.733333,-1.11,-2.22,5.812,0.873,10
23.745833,-1.67,-2.22,5.812,0.873,10
23.764583,-1.11,-2.22,4.917,0.873,10
23.786111,-1.11,-2.22,7.153,1.047,10
23.7875,-0.56,-2.22,8.941,1.047,10
23.810417,0,-2.22,5.812,1.047,10
23.814583,-0.56,-2.22,8.047,1.047,10
23.820139,0,-2.78,7.6,1.222,10
23.827083,0,-2.22,8.941,1.047,10
23.829167,0,-2.78,8.047,1.047,10
23.870833,-0.56,-2.78,7.6,1.047,10
23.875694,-0.56,-2.78,8.047,1.047,10
23.889583,-0.56,-2.22,8.047,1.047,10
23.893056,-0.56,-2.22,7.153,0.873,10
23.9125,-1.11,-2.22,8.047,1.047,10
23.934722,-1.11,-2.22,8.941,0.873,10
23.942361,-1.11,-2.22,6.706,0.873,10
23.948611,-1.11,-2.22,6.706,0.873,10
23.954167,-1.11,-2.22,8.941,0.873,10
23.965972,-1.11,-2.22,6.706,0.873,10
23.972917,-1.11,-2.22,7.153,0.873,10
23.982639,-1.11,-2.22,7.6,0.873,10
23.99375,-1.11,-2.22,9.388,0.873,10
23.995833,-0.56,-2.22,8.047,0.873,10
24.013889,-1.11,-2.22,7.153,0.873,10
24.0375,-0.56,-2.22,6.259,0.698,10
24.050694,-0.56,-1.67,8.047,0.873,10
24.061806,-0.56,-1.67,7.6,0.873,10
24.072917,-0.56,-1.67,8.047,0.698,10
24.079167,-0.56,-1.67,8.047,0.873,10
24.086111,-0.56,-1.67,6.259,0.873,10
24.120833,-0.56,-1.67,5.812,0.873,10
24.1625,-0.56,-1.67,9.388,0.698,10
24.177778,-0.56,-1.67,7.153,0.698,10
24.198611,-1.11,-2.22,7.153,0.698,10
24.204167,-1.67,-2.78,6.259,0.698,10
24.225,-2.22,-3.89,7.153,0.698,10
24.243056,-2.22,-3.89,9.388,0.698,10
24.245833,-2.78,-3.89,8.047,0.698,10
24.257639,-2.78,-3.89,8.047,0.698,10
24.264583,-2.78,-3.89,8.941,0.873,10
24.2875,-2.78,-3.89,11.176,0.698,10
24.329167,-2.22,-3.89,8.047,0.698,10
24.334028,-2.22,-3.89,7.6,0.698,10
24.370833,-1.67,-2.78,7.6,0.698,10
24.4125,-1.67,-2.78,7.153,0.698,10
24.454167,-2.22,-3.33,9.388,0.698,10
24.459028,-2.22,-3.33,7.6,0.698,10
24.479861,-2.22,-3.33,7.153,0.698,9.782
24.495833,-2.22,-3.33,7.6,0.524,9.614
24.520833,-2.22,-3.33,7.6,0.524,9.352
24.526389,-2.22,-3.33,8.047,0.698,9.294
24.532639,-2.22,-3.33,8.941,0.698,9.228
24.5375,-2.22,-3.33,8.047,0.698,9.177
24.545139,-2.22,-3.33,9.388,0.524,9.097
24.55,-2.22,-3.33,8.047,0.524,9.046
24.55625,-2.22,-3.33,8.047,0.524,8.98
24.579167,-1.67,-2.78,7.153,0.524,8.74
24.620833,-1.67,-2.22,8.047,0.524,8.303
24.625694,-1.67,-2.22,7.6,0.524,8.252
24.635417,-1.11,-2.22,6.706,0.524,8.15
24.642361,-1.11,-2.22,9.835,0.349,8.077
24.650694,-1.11,-2.22,6.706,0.524,7.99
24.656944,-1.11,-2.22,8.941,0.524,7.924
24.6625,-1.11,-2.22,9.388,0.524,7.866
24.704167,-1.67,-2.78,7.6,0.349,7.429
24.736111,-1.11,-2.22,7.6,0.349,7.094
24.743056,-1.11,-2.22,7.6,0.349,7.021
24.745833,-1.11,-2.22,8.941,0.349,6.992
24.767361,-1.11,-2.22,8.047,0.349,6.766
24.774306,-1.11,-2.22,7.6,0.524,6.693
24.786111,-1.11,-2.22,9.835,0.524,6.57
24.7875,-1.11,-1.67,8.047,0.349,6.555
24.797917,-0.56,-1.67,10.282,0.349,6.446
24.807639,-0.56,-1.67,7.6,0.524,6.344
24.829167,-0.56,-1.67,5.812,0.524,6.118
24.84375,-0.56,-1.67,8.047,0.349,5.965
24.865278,-0.56,-1.11,7.6,0.524,5.739
24.869444,-1.11,-1.11,7.6,0.524,5.696
24.870833,-0.56,-1.11,7.6,0.349,5.681
24.899306,-0.56,-1.11,7.153,0.349,5.382
24.9125,-0.56,-1.11,6.706,0.524,5.244
24.954167,0,-1.11,8.941,0.349,4.807
24.9875,0,-1.11,8.941,0.349,4.457
24.993056,0,-1.11,5.812,0.349,4.399
24.995833,0,-1.11,8.047,0.349,4.37
25.025,0,-1.11,4.47,0.175,4.064
25.031944,0,-1.11,4.917,6.283,3.991
25.0375,0,-1.67,7.153,6.283,3.933
25.0625,0,-1.11,6.259,6.109,3.671
25.077778,1.11,-1.11,6.259,6.109,3.511
25.079167,0.56,-1.11,6.706,5.934,3.496
25.088194,0.56,-1.11,6.706,5.934,3.401
25.120833,0.56,-1.11,7.153,5.76,3.059
25.159722,1.11,-1.11,5.812,5.585,2.651
25.1625,0.56,-0.56,6.259,5.585,2.622
25.174306,0.56,-0.56,5.812,5.76,2.498
25.1875,1.11,-0.56,7.153,5.585,2.36
25.204167,1.11,-0.56,6.259,5.76,2.185
25.213889,1.11,-0.56,6.259,5.411,2.083
25.245833,1.11,-0.56,4.917,5.585,1.748
25.286111,1.11,-1.11,6.706,5.236,1.326
25.2875,1.11,-0.56,6.706,5.236,1.311
25.327778,1.11,-1.11,9.388,5.236,0.889
25.329167,1.11,-1.11,9.388,5.236,0.874
25.344444,0.56,-1.67,7.153,5.411,0.714
25.35,0.56,-1.67,9.388,5.236,0.655
25.370833,0.56,-2.22,8.941,5.236,0.437
25.4125,0,-2.22,7.6,4.887,0
25.452778,0,-2.78,5.812,5.236,0.471
25.454167,0,-3.33,6.259,5.061,0.487
25.495833,-0.56,-3.89,8.941,5.061,0.974
25.5125,-1.11,-3.89,8.941,5.061,1.169
25.5375,-1.11,-3.89,8.941,5.061,1.461
25.579167,-1.11,-4.44,7.153,4.887,1.948
25.604167,-1.11,-5,7.6,4.887,2.24
25.620833,-0.56,-4.44,9.388,5.061,2.435
25.6625,0,-5,9.388,5.236,2.922
25.679861,0.56,-5,9.835,5.411,3.125
25.704167,1.11,-4.44,7.6,5.236,0
25.745833,2.22,-4.44,11.176,4.887,3.125
25.7875,3.33,-3.89,5.812,4.887,3.125
25.829167,2.78,-3.33,12.517,4.887,3.125
25.841667,2.78,-3.33,10.282,4.887,3.125
25.856944,2.22,-3.33,6.706,4.887,3.125
25.870833,1.67,-3.33,4.023,4.712,3.125
25.9125,1.11,-3.33,5.812,4.538,3.125
25.919444,1.67,-2.78,6.259,4.712,3.125
25.954167,1.67,-2.78,6.706,4.538,3.125
25.985417,1.67,-2.78,8.941,4.712,3.125
25.995833,1.11,-2.78,7.153,4.538,0
26.0375,1.11,-2.78,5.812,4.538,0
26.079167,1.67,-2.78,7.6,4.712,3.125
26.120833,1.67,-2.78,7.6,4.189,3.125
26.1625,1.67,-2.78,6.259,4.363,3.125
26.204167,2.22,-2.22,8.047,4.363,3.125
26.245833,2.22,-0.56,6.706,4.363,3.125
26.2875,2.22,-0.56,4.47,4.538,3.125
26.329167,2.78,0,5.812,4.014,3.125
26.370833,2.78,-0.56,4.47,4.014,3.125
26.4125,2.78,-0.56,3.576,4.363,3.125
26.454167,2.78,-0.56,5.812,4.014,2.734
26.495833,2.78,-0.56,4.917,4.189,2.344
26.5375,3.89,-0.56,5.812,4.538,1.953
26.579167,4.44,0,4.47,4.363,1.562
26.620833,6.11,0.56,6.706,4.538,1.172
26.6625,5,2.22,4.917,4.363,0.781
26.704167,5,2.78,4.917,3.491,0.391
26.745833,6.11,3.33,5.812,4.014,0
26.7875,7.22,2.22,5.812,4.189,0
26.814583,6.11,2.78,5.812,4.712,0
26.827778,5,2.78,6.259,4.712,0
26.829167,5,2.78,4.917,4.712,0
26.870833,5,0.56,4.917,4.538,0
26.875694,5,0.56,5.812,4.538,0
26.9125,5,-2.22,6.259,4.887,0
26.954167,3.89,-2.78,6.706,4.538,0
26.995833,2.22,-2.22,7.153,4.538,0
27.0375,2.78,-3.33,9.835,4.538,0
27.079167,2.78,-3.33,9.388,4.363,3.125
27.120833,2.78,-3.33,7.153,4.712,2.989
27.1625,1.67,-2.78,8.941,4.712,2.853
27.204167,1.67,-3.89,8.941,4.712,2.717
27.245833,1.67,-3.89,6.706,4.538,2.582
27.2875,1.67,-3.89,8.941,4.538,2.446
27.329167,1.67,-4.44,7.153,4.189,2.31
27.370833,1.67,-4.44,9.388,4.363,2.174
27.4125,1.67,-4.44,7.6,4.363,2.038
27.454167,2.22,-5.56,5.812,4.363,1.902
27.495833,2.22,-5.56,8.047,4.363,1.766
27.5375,1.67,-6.11,6.259,4.538,1.63
27.579167,1.67,-5.56,6.259,4.538,1.495
27.620833,1.67,-7.22,8.941,4.538,1.359
27.6625,1.67,-7.22,10.282,4.538,1.223
27.704167,2.22,-7.78,10.282,4.887,1.087
27.745833,1.67,-7.22,8.047,4.712,0.951
27.7875,1.67,-7.78,7.153,4.538,0.815
27.829167,1.67,-8.89,10.282,4.712,0.679
27.870833,1.67,-10,6.706,4.887,0.543
27.9125,1.11,-10,6.706,4.712,0.408
27.954167,1.11,-10,6.706,4.538,0.272
27.995833,0.56,-9.44,7.6,4.538,0.136
28.0375,0,-9.44,8.047,4.538,0
28.079167,0,-8.89,10.729,4.538,3.125
28.120833,0,-8.89,8.047,4.538,0
28.1625,0,-8.89,8.047,4.538,0
28.204167,-0.56,-8.89,8.047,4.538,0
28.245833,-0.56,-8.89,8.047,4.538,0
28.2875,-0.56,-8.33,8.047,4.538,0
28.329167,-0.56,-8.33,7.6,4.712,3.125
28.370833,-0.56,-8.33,7.6,4.712,0
28.4125,-0.56,-8.33,7.153,4.712,0.625
28.454167,-0.56,-7.78,6.706,4.538,1.25
28.495833,-1.11,-7.78,6.706,4.538,1.875
28.5375,-0.56,-7.78,6.706,4.363,2.5
28.579167,-0.56,-7.78,8.047,4.538,3.125
28.620833,-0.56,-7.22,10.282,4.712,2.865
28.6625,0,-7.78,8.047,4.712,2.604
28.704167,0.56,-8.33,7.6,4.538,2.344
28.745833,0.56,-8.33,8.941,4.712,2.083
28.7875,1.11,-8.89,4.917,4.538,1.823
28.829167,1.11,-9.44,6.259,4.538,1.562
28.870833,0.56,-9.44,7.6,4.712,1.302
28.9125,0.56,-9.44,4.023,4.712,1.042
28.954167,0,-10,4.023,4.538,0.781
28.995833,-0.56,-8.89,3.576,4.189,0.521
29.0375,-0.56,-8.89,4.47,4.363,0.26
29.079167,-1.11,-9.44,5.812,4.189,0
29.120833,-1.67,-9.44,6.259,4.363,0
29.1625,-2.22,-8.89,4.47,4.189,0
29.204167,-2.22,-8.33,5.812,4.014,0
29.245833,-2.78,-8.89,4.917,4.014,0
29.2875,-2.78,-8.33,4.917,4.014,0
29.329167,-2.78,-7.78,4.023,3.84,0.446
29.370833,-2.78,-7.78,4.917,3.84,0.893
29.4125,-2.22,-7.78,4.47,3.84,1.339
29.454167,-1.67,-7.22,4.47,4.014,1.786
29.495833,-1.67,-7.22,4.47,3.84,2.232
29.5375,-1.67,-7.22,4.47,4.014,2.679
29.579167,-0.56,-6.67,4.917,4.189,3.125
29.620833,0.56,-6.67,5.812,4.014,3.125
29.6625,1.11,-7.78,6.259,4.363,3.125
29.704167,1.67,-8.33,5.812,4.363,3.125
29.745833,1.67,-9.44,8.047,4.014,3.125
29.7875,1.67,-8.89,4.917,4.363,3.125
29.829167,2.22,-8.89,4.47,4.887,3.125
29.870833,1.67,-10,3.576,5.236,3.125
29.9125,0.56,-10,3.129,4.887,3.125
29.954167,-1.11,-8.89,3.576,5.061,3.125
29.995833,-1.67,-8.33,3.576,5.061,3.125
30.0375,-1.67,-9.44,2.682,4.538,3.125
30.079167,-1.67,-9.44,2.682,4.712,2.734
30.120833,-2.78,-8.89,2.682,5.236,2.344
30.1625,-2.78,-9.44,2.682,5.061,1.953
30.204167,-2.78,-10,2.682,5.061,1.562
30.245833,-2.78,-10.56,3.576,5.236,1.172
30.2875,-3.33,-10.56,3.129,4.887,0.781
30.329167,-3.89,-11.67,3.576,5.061,0.391
30.370833,-4.44,-12.22,4.47,5.061,0
30.4125,-4.44,-12.78,3.129,5.061,0
30.454167,-5,-12.22,3.129,4.887,0
30.495833,-5.56,-12.22,1.341,4.712,3.125
30.5375,-5,-11.67,3.129,4.887,2.083
30.579167,-4.44,-11.67,3.129,5.061,1.042
30.620833,-3.33,-11.67,4.917,5.236,0
30.6625,-2.22,-12.22,2.682,17.279,0
30.704167,-1.67,-12.22,4.47,5.411,3.125
30.745833,-1.67,-12.78,4.47,4.887,3.125
30.7875,-2.22,-13.33,6.706,5.061,3.125
30.829167,-1.67,-13.33,6.259,5.061,3.125
30.870833,-2.22,-13.33,4.47,5.236,3.125
30.9125,-2.78,-14.44,6.259,4.887,3.125
30.954167,-3.33,-13.33,4.47,4.887,3.125
30.995833,-4.44,-13.89,7.153,5.061,0
31.0375,-5.56,-13.89,4.917,4.712,0
31.079167,-6.11,-14.44,5.812,4.712,0
31.120833,-6.67,-15,5.812,4.712,0
31.1625,-7.22,-15.56,7.6,4.887,0
31.204167,-7.78,-15.56,8.941,5.061,0
31.245833,-8.33,-15,5.812,4.887,0
31.2875,-8.89,-15.56,4.47,4.363,0
